"Notes","Cancer Sites","Cancer Sites Code","Year","Year Code","Sex","Sex Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Male and Female Breast, In Situ","Breast-InSitu","2009","2009","Female","F",56828,155964075,32.6,32.3,32.9,36.4,36.1,36.7
,"Male and Female Breast, In Situ","Breast-InSitu","2009","2009","Male","M",235,150807454,0.2,0.1,0.2,0.2,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2010","2010","Female","F",53848,157253830,30.3,30.1,30.6,34.2,34.0,34.5
,"Male and Female Breast, In Situ","Breast-InSitu","2010","2010","Male","M",210,152125599,0.1,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2011","2011","Female","F",54705,158391404,30.4,30.1,30.6,34.5,34.2,34.8
,"Male and Female Breast, In Situ","Breast-InSitu","2011","2011","Male","M",206,153455676,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2012","2012","Female","F",55981,159515612,30.7,30.4,31.0,35.1,34.8,35.4
,"Male and Female Breast, In Situ","Breast-InSitu","2012","2012","Male","M",217,154834274,0.1,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2013","2013","Female","F",57988,160594100,31.4,31.1,31.6,36.1,35.8,36.4
,"Male and Female Breast, In Situ","Breast-InSitu","2013","2013","Male","M",212,156146649,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2014","2014","Female","F",57745,161749260,30.8,30.5,31.0,35.7,35.4,36.0
,"Male and Female Breast, In Situ","Breast-InSitu","2014","2014","Male","M",235,157523496,0.1,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2015","2015","Female","F",57593,162903023,30.2,29.9,30.4,35.4,35.1,35.6
,"Male and Female Breast, In Situ","Breast-InSitu","2015","2015","Male","M",215,158933091,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2016","2016","Female","F",55960,164062463,29.0,28.7,29.2,34.1,33.8,34.4
,"Male and Female Breast, In Situ","Breast-InSitu","2016","2016","Male","M",217,160310087,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2017","2017","Female","F",57010,165084845,29.1,28.9,29.3,34.5,34.3,34.8
,"Male and Female Breast, In Situ","Breast-InSitu","2017","2017","Male","M",223,161530177,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2018","2018","Female","F",57643,165957528,29.1,28.9,29.4,34.7,34.5,35.0
,"Male and Female Breast, In Situ","Breast-InSitu","2018","2018","Male","M",226,162577729,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2019","2019","Female","F",60834,166720399,30.4,30.1,30.6,36.5,36.2,36.8
,"Male and Female Breast, In Situ","Breast-InSitu","2019","2019","Male","M",229,163511718,0.1,0.1,0.1,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2020","2020","Female","F",53772,167308759,26.5,26.3,26.8,32.1,31.9,32.4
,"Male and Female Breast, In Situ","Breast-InSitu","2020","2020","Male","M",204,164218174,0.1,0.1,0.1,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2021","2021","Female","F",63872,167630750,31.4,31.2,31.7,38.1,37.8,38.4
,"Male and Female Breast, In Situ","Breast-InSitu","2021","2021","Male","M",254,164418227,0.1,0.1,0.2,0.2,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2022","2022","Female","F",64505,168308005,31.3,31.1,31.6,38.3,38.0,38.6
,"Male and Female Breast, In Situ","Breast-InSitu","2022","2022","Male","M",275,164963406,0.1,0.1,0.2,0.2,0.1,0.2
,"Female Breast, In Situ","Breast-InSitu-Female","1999","1999","Female","F",40105,140394214,27.8,27.5,28.0,28.6,28.3,28.8
,"Female Breast, In Situ","Breast-InSitu-Female","1999","1999","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2000","2000","Female","F",41905,141865770,28.5,28.2,28.8,29.5,29.3,29.8
,"Female Breast, In Situ","Breast-InSitu-Female","2000","2000","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2001","2001","Female","F",43671,143603977,29.1,28.8,29.3,30.4,30.1,30.7
,"Female Breast, In Situ","Breast-InSitu-Female","2001","2001","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2002","2002","Female","F",44373,144919222,29.0,28.7,29.3,30.6,30.3,30.9
,"Female Breast, In Situ","Breast-InSitu-Female","2002","2002","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2003","2003","Female","F",45103,147679036,28.6,28.4,28.9,30.5,30.3,30.8
,"Female Breast, In Situ","Breast-InSitu-Female","2003","2003","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2004","2004","Female","F",46193,148977286,28.8,28.6,29.1,31.0,30.7,31.3
,"Female Breast, In Situ","Breast-InSitu-Female","2004","2004","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2005","2005","Female","F",46776,150213467,28.7,28.4,28.9,31.1,30.9,31.4
,"Female Breast, In Situ","Breast-InSitu-Female","2005","2005","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2006","2006","Female","F",48721,151732647,29.4,29.1,29.7,32.1,31.8,32.4
,"Female Breast, In Situ","Breast-InSitu-Female","2006","2006","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2007","2007","Female","F",51995,153166353,30.8,30.5,31.1,33.9,33.7,34.2
,"Female Breast, In Situ","Breast-InSitu-Female","2007","2007","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2008","2008","Female","F",54644,154604015,31.8,31.6,32.1,35.3,35.0,35.6
,"Female Breast, In Situ","Breast-InSitu-Female","2008","2008","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2009","2009","Female","F",56828,155964075,32.6,32.3,32.9,36.4,36.1,36.7
,"Female Breast, In Situ","Breast-InSitu-Female","2009","2009","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2010","2010","Female","F",53848,157253830,30.3,30.1,30.6,34.2,34.0,34.5
,"Female Breast, In Situ","Breast-InSitu-Female","2010","2010","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2011","2011","Female","F",54705,158391404,30.4,30.1,30.6,34.5,34.2,34.8
,"Female Breast, In Situ","Breast-InSitu-Female","2011","2011","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2012","2012","Female","F",55981,159515612,30.7,30.4,31.0,35.1,34.8,35.4
,"Female Breast, In Situ","Breast-InSitu-Female","2012","2012","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2013","2013","Female","F",57988,160594100,31.4,31.1,31.6,36.1,35.8,36.4
,"Female Breast, In Situ","Breast-InSitu-Female","2013","2013","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2014","2014","Female","F",57745,161749260,30.8,30.5,31.0,35.7,35.4,36.0
,"Female Breast, In Situ","Breast-InSitu-Female","2014","2014","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2015","2015","Female","F",57593,162903023,30.2,29.9,30.4,35.4,35.1,35.6
,"Female Breast, In Situ","Breast-InSitu-Female","2015","2015","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2016","2016","Female","F",55960,164062463,29.0,28.7,29.2,34.1,33.8,34.4
,"Female Breast, In Situ","Breast-InSitu-Female","2016","2016","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2017","2017","Female","F",57010,165084845,29.1,28.9,29.3,34.5,34.3,34.8
,"Female Breast, In Situ","Breast-InSitu-Female","2017","2017","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2018","2018","Female","F",57643,165957528,29.1,28.9,29.4,34.7,34.5,35.0
,"Female Breast, In Situ","Breast-InSitu-Female","2018","2018","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2019","2019","Female","F",60834,166720399,30.4,30.1,30.6,36.5,36.2,36.8
,"Female Breast, In Situ","Breast-InSitu-Female","2019","2019","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2020","2020","Female","F",53772,167308759,26.5,26.3,26.8,32.1,31.9,32.4
,"Female Breast, In Situ","Breast-InSitu-Female","2020","2020","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2021","2021","Female","F",63872,167630750,31.4,31.2,31.7,38.1,37.8,38.4
,"Female Breast, In Situ","Breast-InSitu-Female","2021","2021","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Female Breast, In Situ","Breast-InSitu-Female","2022","2022","Female","F",64505,168308005,31.3,31.1,31.6,38.3,38.0,38.6
,"Female Breast, In Situ","Breast-InSitu-Female","2022","2022","Male","M",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","1999","1999","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","1999","1999","Male","M",151,135067134,0.1,0.1,0.1,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2000","2000","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2000","2000","Male","M",177,136692444,0.1,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2001","2001","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2001","2001","Male","M",173,138511984,0.1,0.1,0.2,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2002","2002","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2002","2002","Male","M",193,139847290,0.1,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2003","2003","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2003","2003","Male","M",211,142428897,0.2,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2004","2004","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2004","2004","Male","M",181,143828012,0.1,0.1,0.2,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2005","2005","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2005","2005","Male","M",187,145099195,0.1,0.1,0.2,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2006","2006","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2006","2006","Male","M",183,146647265,0.1,0.1,0.2,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2007","2007","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2007","2007","Male","M",243,148064854,0.2,0.1,0.2,0.2,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2008","2008","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2008","2008","Male","M",233,149489951,0.2,0.1,0.2,0.2,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2009","2009","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2009","2009","Male","M",235,150807454,0.2,0.1,0.2,0.2,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2010","2010","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2010","2010","Male","M",210,152125599,0.1,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2011","2011","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2011","2011","Male","M",206,153455676,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2012","2012","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2012","2012","Male","M",217,154834274,0.1,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2013","2013","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2013","2013","Male","M",212,156146649,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2014","2014","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2014","2014","Male","M",235,157523496,0.1,0.1,0.2,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2015","2015","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2015","2015","Male","M",215,158933091,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2016","2016","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2016","2016","Male","M",217,160310087,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2017","2017","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2017","2017","Male","M",223,161530177,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2018","2018","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2018","2018","Male","M",226,162577729,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2019","2019","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2019","2019","Male","M",229,163511718,0.1,0.1,0.1,0.1,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2020","2020","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2020","2020","Male","M",204,164218174,0.1,0.1,0.1,0.1,0.1,0.1
,"Male Breast, In Situ","Breast-InSitu-Male","2021","2021","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2021","2021","Male","M",254,164418227,0.1,0.1,0.2,0.2,0.1,0.2
,"Male Breast, In Situ","Breast-InSitu-Male","2022","2022","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Male Breast, In Situ","Breast-InSitu-Male","2022","2022","Male","M",275,164963406,0.1,0.1,0.2,0.2,0.1,0.2
,"Invalid Value(s)","99999","1999","1999","Female","F",0,140394214,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","1999","1999","Male","M",0,135067134,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2000","2000","Female","F",0,141865770,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2000","2000","Male","M",0,136692444,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2001","2001","Female","F",0,143603977,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2001","2001","Male","M",0,138511984,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2002","2002","Female","F",0,144919222,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2002","2002","Male","M",0,139847290,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2003","2003","Female","F",0,147679036,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2003","2003","Male","M",0,142428897,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2004","2004","Female","F",0,148977286,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2004","2004","Male","M",0,143828012,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2005","2005","Female","F",0,150213467,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2005","2005","Male","M",0,145099195,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2006","2006","Female","F",0,151732647,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2006","2006","Male","M",0,146647265,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2007","2007","Female","F",0,153166353,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2007","2007","Male","M",0,148064854,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2008","2008","Female","F",0,154604015,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2008","2008","Male","M",0,149489951,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2009","2009","Female","F",0,155964075,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2009","2009","Male","M",0,150807454,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2010","2010","Female","F",0,157253830,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2010","2010","Male","M",0,152125599,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2011","2011","Female","F",0,158391404,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2011","2011","Male","M",0,153455676,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2012","2012","Female","F",0,159515612,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2012","2012","Male","M",0,154834274,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2013","2013","Female","F",0,160594100,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2013","2013","Male","M",0,156146649,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2014","2014","Female","F",0,161749260,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2014","2014","Male","M",0,157523496,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2015","2015","Female","F",0,162903023,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2015","2015","Male","M",0,158933091,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2016","2016","Female","F",0,164062463,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2016","2016","Male","M",0,160310087,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2017","2017","Female","F",0,165084845,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2017","2017","Male","M",0,161530177,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2018","2018","Female","F",0,165957528,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2018","2018","Male","M",0,162577729,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2019","2019","Female","F",0,166720399,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2019","2019","Male","M",0,163511718,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2020","2020","Female","F",0,167308759,0.0,0.0,0.0,0.0,0.0,0.0
,"Invalid Value(s)","99999","2020","2020","Male","M",0,164218174,0.0,0.0,0.0,0.0,0.0,0.0
